,x,y
0,3.9286036613872306,-1.7727388111944993
1,2.542744773906909,-8.168042528703719
2,5.720494780562329,1.1977586744251432
3,-4.07000995848571,-9.223565654205375
4,-1.368250779955674,-7.637134455108826
5,3.277098245782089,3.9416753259885007
6,11.490905406108672,6.0035080334003945
7,9.963396794907917,9.334755935395219
8,-0.8617686935127093,-0.013722852629205553
9,13.566178152615713,-6.576707477144779
10,11.236588325329794,-1.2981410916480884
11,-9.371691567081106,0.3904650256968084
12,4.72084680214777,5.25835104269698
13,7.577549740525892,-4.769599621786983
14,4.651841059764942,9.004326483588985
15,-0.8679656693521386,5.173019729830873
16,11.43038234681548,-7.490300330846975
17,-7.584869162479295,3.3048479539557527
18,-0.8196853584977155,-4.968879654494059
19,-3.0348794095586022,-5.525014101563968
20,2.330202889106325,3.001180790825201
21,4.0506205810431295,1.965593132985399
22,6.78251312892735,0.12285586030181318
23,8.66681238370967,-12.196121168063648
24,-3.206459588514869,-0.12218269711809145
25,5.657944011477328,8.322627531495261
26,5.316264912422068,-11.609318293670656
27,-0.00899635720931849,6.74781461678288
28,-1.6685110695985754,4.457760327087855
29,-6.48962731504267,2.8048481406146837
30,2.1431430267165963,-3.58859800418644
31,6.874862841718519,4.122878762969462
32,-5.170481697488706,-6.5407955280679175
33,6.054617036268428,5.456978264056777
34,-2.7056715870586068,6.769966161378527
35,-6.637571515042563,4.685302920973834
36,3.769355805625828,6.544036374020169
37,4.457236245257268,-8.630220762904553
38,-6.656502044602213,-2.280184654674183
39,-3.0452273020632203,-6.471708789098269
40,5.331300844687085,1.4389141659305245
41,-3.711310476154321,10.468816978323286
42,1.4379387729542998,7.335261244682999
43,-6.31432564804733,-12.16682833995732
44,4.0530320236862,4.784906239216427
45,-1.4353011289269173,3.408788102909109
46,-1.125027197749465,-3.185374394814223
47,2.6501200044722526,-2.3655389310946755
48,3.438233767880634,4.906304081174744
49,-4.217783657753439,0.00868977955375622
